geneSet	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GSE30127_CTB_primary_cells_UP_TBPC_monolayer	Genes up-regulated in invasive cytotrophoblasts versus human chorionic trophoblast progenitor cells (TBPC monolayer)	195	12	3.3283132530120483	3.6054298642533937	1.2875527978328805e-4	4.8027763093766175e-4	8404;6696;51474;999;633;5228;2200;2192;5468;2308;3560;2321	CDH1;LIMA1;FBLN1;IL2RB;FLT1;SPP1;PGF;PPARG;FOXO1;SPARCL1;FBN1;BGN
GSE73016_undifferentiated_primary_trophoblast_UP_differentiated_primary_trophoblast	Genes up-regulated in primary human trophoblasts from term placenta: undifferentiated (cultured for 9 hours) versus differentiated (cultured for 48 hours)	195	12	3.3283132530120483	3.6054298642533937	1.2875527978328805e-4	4.8027763093766175e-4	5621;51474;999;4060;11167;182;3655;3725;7373;7057;3918;1435	CDH1;LIMA1;LAMC2;ITGA6;JAG1;THBS1;LUM;FSTL1;PRNP;JUN;CSF1;COL14A1
GSE49354_CTB_Cluster_2	"""Genes in Cluster 2 of GSE49354: time series cytotrophoblast gene expression, 8 through 12 weeks"""	117	9	1.9969879518072289	4.506787330316742	1.734587915882546e-4	6.369190003631224e-4	1009;5621;7412;5159;7424;3487;1293;5118;57124	PCOLCE;PDGFRB;CDH11;IGFBP4;VEGFC;VCAM1;COL6A3;PRNP;CD248
GSE7905_placenta_UP_mammary_gland	Genes up-regulated in placenta versus mammary gland	149	10	2.5431726907630523	3.9320963284642714	2.3445429476987023e-4	8.476424503218385e-4	6696;4320;2324;7077;5054;1050;2192;8038;7040;57124	TIMP2;FLT4;FBLN1;MMP11;TGFB1;SERPINE1;SPP1;ADAM12;CD248;CEBPA
GSE29575_placental_macrophages_culture_UP_placental_macrophages_fresh	Genes up-regulated in placental macrophages after 9 days in culture versus placental macrophages just after isolation	184	11	3.140562248995984	3.502557544757033	3.156012999278035e-4	0.0011237319012580881	1634;11098;595;3910;7424;1290;4016;1278;5480;8974;56963	DCN;P4HA2;CCND1;LAMA4;LOXL1;VEGFC;PRSS23;COL1A2;PPIC;RGMA;COL5A2
GSE38747_MGC_UP_CD14+	Genes up-regulated in term placenta: multinucleated giant cells (CD14+ placental macrophages cultured for 9 days) versus placental CD14+ macrophages	186	11	3.174698795180723	3.4648956356736242	3.4624977574404525e-4	0.0012144581686544872	7424;5327;1277;6678;1290;1291;1292;1050;4313;3371;8974	TNC;P4HA2;MMP2;PLAT;COL1A1;SPARC;COL6A1;COL6A2;VEGFC;COL5A2;CEBPA
GSE59126_endothelial_cells_UP_cytotrophoblasts	Genes up-regulated in third trimester placental endothelial cells versus first trimester placental cytotrophoblasts	195	10	3.3283132530120483	3.004524886877828	0.0018930910618855101	0.006542299993280807	2621;11098;857;334;5327;6678;4017;7057;4254;650	KITLG;APLP2;PLAT;CAV1;SPARC;BMP2;LOXL2;THBS1;PRSS23;GAS6
GSE31679_CoCl2_Cluster_1	"""Genes in Cluster 1 of GSE31679: concentration series of Swan 71 human trophoblast cells treated with PBS (control), or with a CoCl2 200 nM, 400 nM or 600nM treatment"""	170	9	2.9016064257028114	3.1017301038062284	0.002553053149755402	0.008695181017282892	1009;6383;4060;11098;1298;1290;1278;2201;9037	COL9A2;SEMA5A;FBN2;LUM;CDH11;PRSS23;COL1A2;SDC2;COL5A2
GSE30915_Cluster_2	"""Genes in Cluster 2 of GSE30915: time series BMP4 treated H7 human embryonic stem cell gene expression, 0 through 12 days"""	185	9	3.1576305220883536	2.8502384737678854	0.004473719023382783	0.015018913864213628	51474;999;3875;3910;11167;9846;2192;5468;3394	GAB2;CDH1;LIMA1;FBLN1;KRT18;LAMA4;PPARG;IRF8;FSTL1
GSE30127_TBPC monolayer_UP_CTB_primary_cells	Genes up-regulated in human chorionic trophoblast progenitor cells (TBPC monolayer) versus invasive cytotrophoblasts	186	9	3.174698795180723	2.8349146110056926	0.004633507883712751	0.01533625848834502	5621;30008;7424;5327;1290;10631;1278;81493;5332	PLCB4;PLAT;POSTN;VEGFC;SYNC;COL1A2;PRNP;EFEMP2;COL5A2
GSE30915_Cluster_1	"""Genes in Cluster 1 of GSE30915: time series BMP4 treated H7 human embryonic stem cell gene expression, 0 through 12 days"""	187	9	3.1917670682730925	2.8197546398238438	0.00479771103616633	0.01565919574304288	10516;7424;1290;1292;1293;60681;5118;8516;93166	PRDM6;ITGA8;PCOLCE;FBLN5;FKBP10;COL6A2;VEGFC;COL6A3;COL5A2
GSE57834_extravillous_trophoblast_UP_side_population	Genes up-regulated in first trimester placenta: extravillous trophoblast versus side population	190	9	3.2429718875502007	2.775232198142415	0.005317620200388284	0.01711836639851023	4162;2335;2324;3910;7077;4237;4313;7040;3454	TIMP2;FLT4;MCAM;MMP2;TGFB1;LAMA4;FN1;MFAP2;IFNAR1
GSE104969_Cluster_3	"""Genes in Cluster 3 of GSE104969: time series human embryonic stem cell BMP4 differentiation gene expression, 0 through 72 hours"""	157	8	2.679718875502008	2.9853877856875233	0.005495607862595953	0.017452268212297957	1404;1489;4060;3481;5295;11098;8829;79148	NRP1;LUM;PIK3R1;HAPLN1;CTF1;PRSS23;IGF2;MMP28
GSE44368_venous_endothelial_cells_UP_cytotrophoblasts	Genes up-regulated in venous endothelial cells versus cytotrophoblasts	192	9	3.2771084337349397	2.746323529411765	0.005687797958944141	0.017821766938024973	25925;30008;11098;595;7424;1290;558;4254;7075	KITLG;TIE1;CCND1;VEGFC;PRSS23;AXL;EFEMP2;ZNF521;COL5A2
GSE59126_cytotrophoblasts_UP_endothelial_cells	Genes up-regulated in first trimester placental cytotrophoblasts versus third trimester placental endothelial cells	193	9	3.2941767068273093	2.7320938738189575	0.005880207128580617	0.018182219410742696	999;1956;3977;8202;1050;2192;8038;3560;2321	CDH1;FBLN1;IL2RB;FLT1;LIFR;NCOA3;EGFR;ADAM12;CEBPA
GSE9984_Term_placenta_UP_First_trimester_placenta	Genes up-regulated in Term placenta versus First trimester placenta	194	9	3.311244979919679	2.7180109157064885	0.006077607987759914	0.01831074201440487	4320;3280;857;8202;858;8038;10461;6777;947	MMP11;CAV2;CAV1;HES1;NCOA3;ADAM12;MERTK;STAT5B;CD34
GSE30127_CTB_primary_cells_UP_TBPC_colony	Genes up-regulated in invasive cytotrophoblasts versus human chorionic trophoblast progenitor cells (TBPC colony)	194	9	3.311244979919679	2.7180109157064885	0.006077607987759914	0.01831074201440487	8404;633;5228;2192;8038;6649;3560;2321;7040	FBLN1;IL2RB;FLT1;TGFB1;SOD3;PGF;ADAM12;SPARCL1;BGN
GSE49354_placenta_UP_fetal_liver	Genes up-regulated in week 4 placenta versus fetal liver	165	8	2.816265060240964	2.8406417112299467	0.007357344865548399	0.021885772701314855	1009;4060;7077;7052;1291;858;2192;1306	TIMP2;FBLN1;CAV2;LUM;CDH11;COL6A1;TGM2;COL15A1
GSE43685_TNF+PA_UP_control	Genes up-regulated in BeWo cells: TNF+PA for 24hr versus control	53	4	0.9046184738955824	4.421753607103218	0.01257418686872147	0.03693667392686932	3725;7052;5054;3394	SERPINE1;IRF8;JUN;TGM2
GSE43685_TNF_alpha_UP_palmitic_acid	"""Genes up-regulated in BeWo cells: TNF-alpha (10 ng/ml) for 24hr versus palmitic acid (PA, 500 uM) for 24h"""	82	5	1.3995983935742973	3.5724533715925393	0.013027746302130105	0.037796547913587344	8202;4017;7052;5054;2057	SERPINE1;NCOA3;LOXL2;EPOR;TGM2
GSE49354_CTB_Cluster_3	"""Genes in Cluster 3 of GSE49354: time series cytotrophoblast gene expression, 8 through 12 weeks"""	151	7	2.5773092369477912	2.716010907674328	0.014914840845632327	0.0427437512039463	5351;51474;2324;7431;4237;4313;3394	VIM;FLT4;LIMA1;PLOD1;MMP2;MFAP2;IRF8
