#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Cept1	Pla2g2f	10090.ENSMUSP00000065743	10090.ENSMUSP00000030526	0	0	0	0	0	0	0.650	0	0.650
Cept1	Pla2g2d	10090.ENSMUSP00000065743	10090.ENSMUSP00000030528	0	0	0	0	0	0	0.650	0	0.650
Cept1	Pla2g5	10090.ENSMUSP00000065743	10090.ENSMUSP00000099569	0	0	0	0	0	0	0.650	0.060	0.656
Cept1	Dgkh	10090.ENSMUSP00000065743	10090.ENSMUSP00000074290	0	0	0	0	0	0	0.650	0.149	0.689
Cept1	Pld4	10090.ENSMUSP00000065743	10090.ENSMUSP00000067002	0	0	0	0	0.054	0	0.900	0	0.901
Cept1	Ppap2c	10090.ENSMUSP00000065743	10090.ENSMUSP00000069670	0	0	0	0	0.052	0.058	0.900	0.142	0.913
Cept1	Ept1	10090.ENSMUSP00000065743	10090.ENSMUSP00000118368	0	0	0	0.671	0	0	0.900	0.761	0.924
Cflar	Fasl	10090.ENSMUSP00000109952	10090.ENSMUSP00000000834	0	0	0	0	0	0.549	0.900	0.623	0.981
Cflar	Myc	10090.ENSMUSP00000109952	10090.ENSMUSP00000022971	0	0	0	0	0	0.139	0	0.531	0.579
Cflar	Tnfrsf23	10090.ENSMUSP00000109952	10090.ENSMUSP00000116742	0	0	0	0	0	0.544	0	0.097	0.570
Chn1	Rhoq	10090.ENSMUSP00000107655	10090.ENSMUSP00000024956	0	0	0	0	0.061	0.159	0.900	0.091	0.918
Chn1	Prex2	10090.ENSMUSP00000107655	10090.ENSMUSP00000027056	0	0	0	0	0.061	0.317	0	0.368	0.559
Chn1	Rhov	10090.ENSMUSP00000107655	10090.ENSMUSP00000041411	0	0	0	0	0	0.159	0.900	0.091	0.916
Clec4d	Itgb2	10090.ENSMUSP00000032240	10090.ENSMUSP00000000299	0	0	0	0	0.408	0.050	0.900	0.057	0.939
Clec4d	Psg19	10090.ENSMUSP00000032240	10090.ENSMUSP00000004657	0	0	0	0	0.126	0	0.900	0	0.908
Clec4d	Mcemp1	10090.ENSMUSP00000032240	10090.ENSMUSP00000014118	0	0	0	0	0.243	0.045	0.900	0.074	0.924
Clec4d	Cybb	10090.ENSMUSP00000032240	10090.ENSMUSP00000015484	0	0	0	0	0.230	0	0.900	0.057	0.921
Clec4d	Tmbim1	10090.ENSMUSP00000032240	10090.ENSMUSP00000016309	0	0	0	0	0	0	0.900	0	0.900
Clec4d	Plau	10090.ENSMUSP00000032240	10090.ENSMUSP00000022368	0	0	0	0	0.069	0.046	0.900	0.049	0.904
Clec4d	Ms4a6d	10090.ENSMUSP00000032240	10090.ENSMUSP00000025582	0	0	0	0	0.599	0	0	0.378	0.740
Clec4d	Psg20	10090.ENSMUSP00000032240	10090.ENSMUSP00000075973	0	0	0	0	0	0.050	0.900	0	0.900
Clec4d	Rap2b	10090.ENSMUSP00000032240	10090.ENSMUSP00000038841	0	0	0	0	0	0	0.900	0	0.900
Clec4d	mCG_19844	10090.ENSMUSP00000032240	10090.ENSMUSP00000042889	0	0	0	0	0	0	0.900	0	0.900
Clec4d	Stk10	10090.ENSMUSP00000032240	10090.ENSMUSP00000099885	0	0	0	0	0.068	0	0.900	0	0.902
Clec4d	Serpinb6b	10090.ENSMUSP00000032240	10090.ENSMUSP00000105922	0	0	0	0	0	0.048	0.900	0.086	0.905
Clec4d	Ptafr	10090.ENSMUSP00000032240	10090.ENSMUSP00000070925	0	0	0	0	0.175	0	0.900	0	0.914
Clec4d	Fcer1g	10090.ENSMUSP00000032240	10090.ENSMUSP00000078875	0	0	0	0	0.417	0.069	0.900	0.418	0.964
Cmss1	Wdr75	10090.ENSMUSP00000110011	10090.ENSMUSP00000027139	0	0	0	0	0.683	0	0	0.223	0.743
Cmss1	Irf2bpl	10090.ENSMUSP00000110011	10090.ENSMUSP00000041070	0	0	0	0	0	0	0	0.679	0.679
Cmss1	Rrp1	10090.ENSMUSP00000110011	10090.ENSMUSP00000058785	0	0	0	0	0.585	0	0	0	0.585
Cmss1	Nop56	10090.ENSMUSP00000110011	10090.ENSMUSP00000099487	0	0	0	0	0.537	0.087	0	0.223	0.643
Col4a3bp	Ugcg	10090.ENSMUSP00000076856	10090.ENSMUSP00000030074	0	0	0	0	0.089	0	0	0.590	0.610
Col4a3bp	Pitpnm1	10090.ENSMUSP00000076856	10090.ENSMUSP00000097599	0	0	0	0	0	0.230	0	0.620	0.695
Col6a4	Itgb7	10090.ENSMUSP00000112472	10090.ENSMUSP00000001327	0	0	0	0	0.050	0.056	0.600	0	0.609
Col6a4	Sdc1	10090.ENSMUSP00000112472	10090.ENSMUSP00000020911	0	0	0	0	0	0.057	0.600	0	0.606
Col6a4	Itgb3	10090.ENSMUSP00000112472	10090.ENSMUSP00000021028	0	0	0	0	0.061	0.056	0.600	0	0.614
Col6a4	Itga1	10090.ENSMUSP00000112472	10090.ENSMUSP00000077132	0	0	0	0.543	0.062	0.050	0.600	0	0.612
Col6a4	Itga7	10090.ENSMUSP00000112472	10090.ENSMUSP00000096712	0	0	0	0	0.050	0.050	0.600	0.042	0.607
Col6a4	Itgb4	10090.ENSMUSP00000112472	10090.ENSMUSP00000102068	0	0	0	0	0.076	0.056	0.600	0.042	0.621
Cpm	Psg19	10090.ENSMUSP00000020399	10090.ENSMUSP00000004657	0	0	0	0	0	0	0.900	0	0.900
Cpm	Prss41	10090.ENSMUSP00000020399	10090.ENSMUSP00000024926	0	0	0	0	0	0	0.900	0	0.900
Cpm	Fcgr4	10090.ENSMUSP00000020399	10090.ENSMUSP00000077873	0	0	0	0	0	0	0.900	0	0.900
Cpm	Psg20	10090.ENSMUSP00000020399	10090.ENSMUSP00000075973	0	0	0	0	0	0.050	0.900	0	0.900
Cpm	Plet1	10090.ENSMUSP00000020399	10090.ENSMUSP00000110118	0	0	0	0	0	0	0.900	0	0.900
Cpm	Psca	10090.ENSMUSP00000020399	10090.ENSMUSP00000023265	0	0	0	0	0	0	0.900	0	0.900
Csf3r	Spi1	10090.ENSMUSP00000101768	10090.ENSMUSP00000002180	0	0	0	0	0.390	0.117	0	0.587	0.758
Csf3r	Il15	10090.ENSMUSP00000101768	10090.ENSMUSP00000034148	0	0	0	0	0.096	0	0.600	0.156	0.668
Csf3r	Ifnk	10090.ENSMUSP00000101768	10090.ENSMUSP00000054273	0	0	0	0	0	0	0.600	0.085	0.618
Csf3r	S100a9	10090.ENSMUSP00000101768	10090.ENSMUSP00000112843	0	0	0	0	0.531	0	0	0.092	0.556
Csf3r	Pfpl	10090.ENSMUSP00000101768	10090.ENSMUSP00000126346	0	0	0	0	0.465	0	0	0.226	0.568
Csf3r	Il24	10090.ENSMUSP00000101768	10090.ENSMUSP00000113064	0	0	0	0	0	0	0.600	0	0.600
Csf3r	Mpeg1	10090.ENSMUSP00000101768	10090.ENSMUSP00000108573	0	0	0	0	0.515	0	0	0.278	0.635
Csgalnact2	Mfsd6	10090.ENSMUSP00000039819	10090.ENSMUSP00000122881	0	0	0	0	0.073	0	0	0.690	0.701
Ctbp2	Psat1	10090.ENSMUSP00000130294	10090.ENSMUSP00000025542	0	0	0	0	0.479	0.124	0	0.242	0.623
Ctbp2	Hic1	10090.ENSMUSP00000130294	10090.ENSMUSP00000053483	0	0	0	0	0.053	0.197	0	0.596	0.666
Ctbp2	Tcf7	10090.ENSMUSP00000130294	10090.ENSMUSP00000084055	0	0	0	0	0	0.097	0.800	0.186	0.840
Ctla2a	Ctla2b	10090.ENSMUSP00000021880	10090.ENSMUSP00000021884	0	0	0	0.981	0.922	0	0	0.715	0.923
Ctnnal1	Dtna	10090.ENSMUSP00000036487	10090.ENSMUSP00000111498	0	0	0	0	0	0.448	0	0.579	0.757
Ctnnbip1	Uck2	10090.ENSMUSP00000030839	10090.ENSMUSP00000027839	0	0	0	0	0	0.628	0	0	0.628
Cts7	Cts8	10090.ENSMUSP00000021892	10090.ENSMUSP00000021891	0	0	0	0.953	0	0	0.900	0.833	0.903
Cts8	Tmem101	10090.ENSMUSP00000021891	10090.ENSMUSP00000021296	0	0	0	0	0	0	0	0.579	0.579
Ctsa	Napsa	10090.ENSMUSP00000099382	10090.ENSMUSP00000002274	0	0	0	0	0.337	0.284	0	0.215	0.594
Ctsa	Neu1	10090.ENSMUSP00000099382	10090.ENSMUSP00000007253	0	0	0	0	0.061	0.552	0.900	0.766	0.988
Ctsa	Pa2g4	10090.ENSMUSP00000099382	10090.ENSMUSP00000026425	0	0	0	0	0	0	0.900	0.401	0.937
Ctsa	Plac8	10090.ENSMUSP00000099382	10090.ENSMUSP00000031264	0	0	0	0	0.061	0	0.900	0	0.902
Ctsa	Ctsc	10090.ENSMUSP00000099382	10090.ENSMUSP00000032779	0	0	0	0	0.089	0	0.900	0.407	0.941
Ctsa	Pygb	10090.ENSMUSP00000099382	10090.ENSMUSP00000035743	0	0	0	0	0.098	0	0.900	0	0.905
Ctsa	Grn	10090.ENSMUSP00000099382	10090.ENSMUSP00000046340	0	0	0	0	0.396	0	0.900	0.173	0.945
Ctsa	Ear2	10090.ENSMUSP00000099382	10090.ENSMUSP00000074386	0	0	0	0	0	0	0.900	0	0.900
Ctsa	Impdh1	10090.ENSMUSP00000099382	10090.ENSMUSP00000077289	0	0	0	0	0	0	0.900	0.124	0.908
Ctsa	Lyz2	10090.ENSMUSP00000099382	10090.ENSMUSP00000089801	0	0	0	0	0.092	0	0.900	0.081	0.909
Ctsa	ENSMUSG00000050088	10090.ENSMUSP00000099382	10090.ENSMUSP00000125970	0	0	0	0	0	0	0.900	0	0.900
Ctsa	Ear6	10090.ENSMUSP00000099382	10090.ENSMUSP00000127152	0	0	0	0	0	0	0.900	0	0.900
Ctsa	Frk	10090.ENSMUSP00000099382	10090.ENSMUSP00000130289	0	0	0	0	0	0.058	0.900	0.059	0.903
Ctsc	Pa2g4	10090.ENSMUSP00000032779	10090.ENSMUSP00000026425	0	0	0	0	0.060	0	0.900	0.059	0.903
Ctsc	Plac8	10090.ENSMUSP00000032779	10090.ENSMUSP00000031264	0	0	0	0	0.097	0	0.900	0.084	0.910
Ctsc	ENSMUSG00000050088	10090.ENSMUSP00000032779	10090.ENSMUSP00000125970	0	0	0	0	0	0	0.900	0	0.900
Ctsc	Impdh1	10090.ENSMUSP00000032779	10090.ENSMUSP00000077289	0	0	0	0	0.062	0	0.900	0	0.902
Ctsc	Frk	10090.ENSMUSP00000032779	10090.ENSMUSP00000130289	0	0	0	0	0.062	0	0.900	0	0.902
Ctsc	Ear6	10090.ENSMUSP00000032779	10090.ENSMUSP00000127152	0	0	0	0	0.079	0	0.900	0	0.903
Ctsc	Pygb	10090.ENSMUSP00000032779	10090.ENSMUSP00000035743	0	0	0	0	0.052	0	0.900	0.059	0.903
Ctsc	Ear2	10090.ENSMUSP00000032779	10090.ENSMUSP00000074386	0	0	0	0	0.133	0	0.900	0.076	0.912
Ctsc	Grn	10090.ENSMUSP00000032779	10090.ENSMUSP00000046340	0	0	0	0	0.109	0.048	0.900	0.220	0.925
Ctsc	Lyz2	10090.ENSMUSP00000032779	10090.ENSMUSP00000089801	0	0	0	0	0.260	0	0.900	0.108	0.928
Ctsf	Grn	10090.ENSMUSP00000112481	10090.ENSMUSP00000046340	0	0	0	0	0.119	0.057	0	0.560	0.603
Ctsl	Ctss	10090.ENSMUSP00000021933	10090.ENSMUSP00000015667	0	0	0	0.931	0.062	0	0.800	0.545	0.811
Ctsl	Fbxo32	10090.ENSMUSP00000021933	10090.ENSMUSP00000022986	0	0	0	0	0	0	0	0.653	0.653
Ctss	Itgb2	10090.ENSMUSP00000015667	10090.ENSMUSP00000000299	0	0	0	0	0.718	0	0	0.298	0.794
Ctss	Spi1	10090.ENSMUSP00000015667	10090.ENSMUSP00000002180	0	0	0	0	0.718	0	0	0.197	0.764
Ctss	Cybb	10090.ENSMUSP00000015667	10090.ENSMUSP00000015484	0	0	0	0	0.479	0	0	0.220	0.577
Ctss	Fcgr4	10090.ENSMUSP00000015667	10090.ENSMUSP00000077873	0	0	0	0	0.425	0	0	0.260	0.556
Ctss	Cyth4	10090.ENSMUSP00000015667	10090.ENSMUSP00000042698	0	0	0	0	0.558	0	0	0	0.558
Ctss	Igsf6	10090.ENSMUSP00000015667	10090.ENSMUSP00000039059	0	0	0	0	0.498	0	0	0.197	0.580
Ctss	Il2rg	10090.ENSMUSP00000015667	10090.ENSMUSP00000033664	0	0	0	0	0.493	0	0	0.210	0.582
Ctss	Fcer1g	10090.ENSMUSP00000015667	10090.ENSMUSP00000078875	0	0	0	0	0.481	0	0	0.252	0.595
Ctss	Ms4a6b	10090.ENSMUSP00000015667	10090.ENSMUSP00000124685	0	0	0	0	0.607	0	0	0	0.607
Ctss	Ms4a6d	10090.ENSMUSP00000015667	10090.ENSMUSP00000025582	0	0	0	0	0.613	0	0	0.136	0.652
Ctss	Srgn	10090.ENSMUSP00000015667	10090.ENSMUSP00000125622	0	0	0	0	0.651	0	0	0.071	0.662
Ctss	Ptprc	10090.ENSMUSP00000015667	10090.ENSMUSP00000138350	0	0	0	0	0.722	0	0	0.209	0.771
Ctss	Ly86	10090.ENSMUSP00000015667	10090.ENSMUSP00000021860	0	0	0	0	0.740	0	0	0.366	0.828
Ctss	Hp	10090.ENSMUSP00000015667	10090.ENSMUSP00000074436	0	0	0	0	0.087	0.048	0.900	0	0.905
Ctss	Hbb-bs	10090.ENSMUSP00000015667	10090.ENSMUSP00000023934	0	0	0	0	0.082	0	0.900	0.067	0.906
Ctss	Lrg1	10090.ENSMUSP00000015667	10090.ENSMUSP00000038048	0	0	0	0	0.136	0.047	0.900	0	0.910
Ctss	Gsdmd	10090.ENSMUSP00000015667	10090.ENSMUSP00000023238	0	0	0	0	0.153	0	0.900	0	0.911
Ctss	Cxcl1	10090.ENSMUSP00000015667	10090.ENSMUSP00000031327	0	0	0	0	0	0.068	0.900	0.135	0.912
Ctss	Fth1	10090.ENSMUSP00000015667	10090.ENSMUSP00000025563	0	0	0	0	0.200	0.046	0.900	0.155	0.926
Ctss	Mmp9	10090.ENSMUSP00000015667	10090.ENSMUSP00000017881	0	0	0	0	0.087	0	0.900	0.418	0.942
Ctss	Mpeg1	10090.ENSMUSP00000015667	10090.ENSMUSP00000108573	0	0	0	0	0.948	0	0	0.137	0.953
Ctss	Lyz2	10090.ENSMUSP00000015667	10090.ENSMUSP00000089801	0	0	0	0	0.717	0	0.900	0.321	0.979
Cxcl1	Hmox1	10090.ENSMUSP00000031327	10090.ENSMUSP00000005548	0	0	0	0	0.105	0	0	0.679	0.700
Cxcl1	Neu1	10090.ENSMUSP00000031327	10090.ENSMUSP00000007253	0	0	0	0	0	0	0.900	0.042	0.900
Cxcl1	Mmp9	10090.ENSMUSP00000031327	10090.ENSMUSP00000017881	0	0	0	0	0.078	0.156	0.900	0.693	0.972
Cxcl1	Cxcl14	10090.ENSMUSP00000031327	10090.ENSMUSP00000021970	0	0	0	0	0	0.164	0	0.524	0.585
Cxcl1	Gsdmd	10090.ENSMUSP00000031327	10090.ENSMUSP00000023238	0	0	0	0	0.074	0	0.900	0	0.903
Cxcl1	Hbb-bs	10090.ENSMUSP00000031327	10090.ENSMUSP00000023934	0	0	0	0	0	0	0.900	0	0.900
Cxcl1	Fth1	10090.ENSMUSP00000031327	10090.ENSMUSP00000025563	0	0	0	0	0.051	0	0.900	0.060	0.903
Cxcl1	Il1b	10090.ENSMUSP00000031327	10090.ENSMUSP00000028881	0	0	0	0	0.465	0	0	0.833	0.907
Cxcl1	Tlr2	10090.ENSMUSP00000031327	10090.ENSMUSP00000029623	0	0	0	0	0.280	0	0	0.779	0.834
Cxcl1	Stat1	10090.ENSMUSP00000031327	10090.ENSMUSP00000066743	0	0	0	0	0	0	0	0.569	0.569
Cxcl1	Il1rn	10090.ENSMUSP00000031327	10090.ENSMUSP00000110126	0	0	0	0	0.177	0	0	0.500	0.571
Cxcl1	Ly6c2	10090.ENSMUSP00000031327	10090.ENSMUSP00000140825	0	0	0	0	0	0	0	0.579	0.579
Cxcl1	Ptprc	10090.ENSMUSP00000031327	10090.ENSMUSP00000138350	0	0	0	0	0	0.047	0	0.598	0.600
Cxcl1	Il15	10090.ENSMUSP00000031327	10090.ENSMUSP00000034148	0	0	0	0	0.054	0	0	0.665	0.669
Cxcl1	Lcn2	10090.ENSMUSP00000031327	10090.ENSMUSP00000053962	0	0	0	0	0.250	0	0	0.607	0.693
Cxcl1	Nfkbiz	10090.ENSMUSP00000031327	10090.ENSMUSP00000110102	0	0	0	0	0.568	0	0	0.430	0.743
Cxcl1	Pdxk	10090.ENSMUSP00000031327	10090.ENSMUSP00000038540	0	0	0	0	0	0	0.900	0.058	0.901
Cxcl1	Frk	10090.ENSMUSP00000031327	10090.ENSMUSP00000130289	0	0	0	0	0.061	0	0.900	0.051	0.903
Cxcl1	Lrg1	10090.ENSMUSP00000031327	10090.ENSMUSP00000038048	0	0	0	0	0.070	0	0.900	0	0.903
Cxcl1	Hcar2	10090.ENSMUSP00000031327	10090.ENSMUSP00000054104	0	0	0	0	0.173	0.070	0.900	0.106	0.922
Cxcl1	Hp	10090.ENSMUSP00000031327	10090.ENSMUSP00000074436	0	0	0	0	0.068	0.050	0.900	0.259	0.925
Cxcl1	Lyz2	10090.ENSMUSP00000031327	10090.ENSMUSP00000089801	0	0	0	0	0.107	0	0.900	0.418	0.943
Cxcl1	Cxcl10	10090.ENSMUSP00000031327	10090.ENSMUSP00000047646	0	0	0	0.794	0.350	0.072	0.900	0.839	0.945
Cxcl1	Cxcr2	10090.ENSMUSP00000031327	10090.ENSMUSP00000102512	0	0	0	0	0.048	0.156	0.900	0.910	0.991
Cxcl10	Hmox1	10090.ENSMUSP00000047646	10090.ENSMUSP00000005548	0	0	0	0	0.076	0	0	0.671	0.683
Cxcl10	Mmp9	10090.ENSMUSP00000047646	10090.ENSMUSP00000017881	0	0	0	0	0.062	0.058	0	0.663	0.677
Cxcl10	Cxcl14	10090.ENSMUSP00000047646	10090.ENSMUSP00000021970	0	0	0	0	0	0.164	0	0.529	0.589
Cxcl10	Irg1	10090.ENSMUSP00000047646	10090.ENSMUSP00000022722	0	0	0	0	0.672	0	0	0.418	0.801
Cxcl10	Irf7	10090.ENSMUSP00000047646	10090.ENSMUSP00000026571	0	0	0	0	0.643	0	0	0.826	0.935
Cxcl10	Sell	10090.ENSMUSP00000047646	10090.ENSMUSP00000027871	0	0	0	0	0.107	0.049	0	0.537	0.572
Cxcl10	Il1b	10090.ENSMUSP00000047646	10090.ENSMUSP00000028881	0	0	0	0	0.418	0	0	0.842	0.904
Cxcl10	Zbp1	10090.ENSMUSP00000047646	10090.ENSMUSP00000029018	0	0	0	0	0.653	0	0	0.284	0.741
Cxcl10	Tlr2	10090.ENSMUSP00000047646	10090.ENSMUSP00000029623	0	0	0	0	0.418	0	0	0.683	0.807
Cxcl10	Il15	10090.ENSMUSP00000047646	10090.ENSMUSP00000034148	0	0	0	0	0.149	0	0	0.776	0.801
Cxcl10	Rtp4	10090.ENSMUSP00000047646	10090.ENSMUSP00000041091	0	0	0	0	0.655	0	0	0.201	0.712
Cxcl10	Ddx58	10090.ENSMUSP00000047646	10090.ENSMUSP00000042433	0	0	0	0	0.463	0	0	0.713	0.839
Cxcl10	Oas1g	10090.ENSMUSP00000047646	10090.ENSMUSP00000083555	0	0	0	0	0.293	0	0	0.437	0.585
Cxcl10	Il1rn	10090.ENSMUSP00000047646	10090.ENSMUSP00000110126	0	0	0	0	0.231	0	0	0.537	0.629
Cxcl10	Irf9	10090.ENSMUSP00000047646	10090.ENSMUSP00000120525	0	0	0	0	0.261	0	0	0.537	0.643
Cxcl10	Ifi204	10090.ENSMUSP00000047646	10090.ENSMUSP00000106845	0	0	0	0	0.406	0	0	0.480	0.677
Cxcl10	Ptprc	10090.ENSMUSP00000047646	10090.ENSMUSP00000138350	0	0	0	0	0.209	0.047	0	0.625	0.692
Cxcl10	Oas2	10090.ENSMUSP00000047646	10090.ENSMUSP00000060082	0	0	0	0	0.431	0	0	0.559	0.738
Cxcl10	Gbp2	10090.ENSMUSP00000047646	10090.ENSMUSP00000132435	0	0	0	0	0.632	0	0	0.516	0.814
Cxcl10	Ifit3	10090.ENSMUSP00000047646	10090.ENSMUSP00000099889	0	0	0	0	0.668	0	0	0.607	0.864
Cxcl10	Ifit2	10090.ENSMUSP00000047646	10090.ENSMUSP00000099890	0	0	0	0	0.698	0	0	0.649	0.889
Cxcl10	Ifit1	10090.ENSMUSP00000047646	10090.ENSMUSP00000099888	0	0	0	0	0.703	0	0	0.698	0.906
Cxcl10	Hcar2	10090.ENSMUSP00000047646	10090.ENSMUSP00000054104	0	0	0	0	0.217	0.070	0.900	0.106	0.926
Cxcl10	Stat1	10090.ENSMUSP00000047646	10090.ENSMUSP00000066743	0	0	0	0	0.692	0	0	0.842	0.949
Cxcl10	Cxcr2	10090.ENSMUSP00000047646	10090.ENSMUSP00000102512	0	0	0	0	0.049	0.070	0.900	0.695	0.969
Cxcl14	Cxcr2	10090.ENSMUSP00000021970	10090.ENSMUSP00000102512	0	0	0	0	0	0.058	0.600	0.458	0.778
Cxcr2	Mmp9	10090.ENSMUSP00000102512	10090.ENSMUSP00000017881	0	0	0	0	0.108	0.057	0	0.595	0.630
Cxcr2	Sell	10090.ENSMUSP00000102512	10090.ENSMUSP00000027871	0	0	0	0	0.102	0.050	0.900	0.499	0.951
Cxcr2	Il1b	10090.ENSMUSP00000102512	10090.ENSMUSP00000028881	0	0	0	0	0.158	0.058	0	0.529	0.593
Cxcr2	Tlr2	10090.ENSMUSP00000102512	10090.ENSMUSP00000029623	0	0	0	0	0.062	0.048	0.900	0.520	0.951
Cxcr2	Hcar2	10090.ENSMUSP00000102512	10090.ENSMUSP00000054104	0	0	0	0.626	0.062	0	0.900	0.144	0.906
Cxcr2	Rab31	10090.ENSMUSP00000102512	10090.ENSMUSP00000068195	0	0	0	0	0	0.049	0.900	0	0.900
Cxcr2	Ptafr	10090.ENSMUSP00000102512	10090.ENSMUSP00000070925	0	0	0	0.610	0.062	0	0.900	0.262	0.910
Cxcr2	Fcgr4	10090.ENSMUSP00000102512	10090.ENSMUSP00000077873	0	0	0	0	0.128	0.047	0.900	0.180	0.922
Cxcr2	Serpinb6b	10090.ENSMUSP00000102512	10090.ENSMUSP00000105922	0	0	0	0	0.050	0.047	0.900	0.254	0.923
Cybb	Itgb2	10090.ENSMUSP00000015484	10090.ENSMUSP00000000299	0	0	0	0	0.652	0	0.900	0.218	0.970
Cybb	Spi1	10090.ENSMUSP00000015484	10090.ENSMUSP00000002180	0	0	0	0	0.415	0	0	0.269	0.554
Cybb	Hck	10090.ENSMUSP00000015484	10090.ENSMUSP00000003370	0	0	0	0	0.603	0.072	0	0.135	0.653
Cybb	Psg19	10090.ENSMUSP00000015484	10090.ENSMUSP00000004657	0	0	0	0	0.094	0	0.900	0	0.905
Cybb	Hmox1	10090.ENSMUSP00000015484	10090.ENSMUSP00000005548	0	0	0	0	0.069	0	0	0.778	0.784
Cybb	Mcemp1	10090.ENSMUSP00000015484	10090.ENSMUSP00000014118	0	0	0	0	0.236	0	0.900	0	0.920
Cybb	Lyz2	10090.ENSMUSP00000015484	10090.ENSMUSP00000089801	0	0	0	0	0.436	0	0	0.321	0.601
Cybb	Mapk3	10090.ENSMUSP00000015484	10090.ENSMUSP00000051619	0	0	0	0	0	0.117	0	0.570	0.604
Cybb	Il1b	10090.ENSMUSP00000015484	10090.ENSMUSP00000028881	0	0	0	0	0.238	0	0	0.515	0.614
Cybb	Mpeg1	10090.ENSMUSP00000015484	10090.ENSMUSP00000108573	0	0	0	0	0.613	0	0	0.079	0.629
Cybb	Igsf6	10090.ENSMUSP00000015484	10090.ENSMUSP00000039059	0	0	0	0	0.638	0	0	0	0.638
Cybb	Tlr2	10090.ENSMUSP00000015484	10090.ENSMUSP00000029623	0	0	0	0	0.288	0.073	0	0.515	0.652
Cybb	Ptprc	10090.ENSMUSP00000015484	10090.ENSMUSP00000138350	0	0	0	0	0.485	0	0	0.357	0.655
Cybb	Mmp9	10090.ENSMUSP00000015484	10090.ENSMUSP00000017881	0	0	0	0	0.088	0	0.650	0.587	0.856
Cybb	Psg20	10090.ENSMUSP00000015484	10090.ENSMUSP00000075973	0	0	0	0	0	0	0.900	0	0.900
Cybb	mCG_19844	10090.ENSMUSP00000015484	10090.ENSMUSP00000042889	0	0	0	0	0	0	0.900	0.043	0.900
Cybb	Tmbim1	10090.ENSMUSP00000015484	10090.ENSMUSP00000016309	0	0	0	0	0	0	0.900	0	0.900
Cybb	Stk10	10090.ENSMUSP00000015484	10090.ENSMUSP00000099885	0	0	0	0	0.080	0	0.900	0	0.904
Cybb	Plau	10090.ENSMUSP00000015484	10090.ENSMUSP00000022368	0	0	0	0	0.062	0	0.900	0.116	0.909
Cybb	Rap2b	10090.ENSMUSP00000015484	10090.ENSMUSP00000038841	0	0	0	0	0.053	0.046	0.900	0.178	0.915
Cybb	Serpinb6b	10090.ENSMUSP00000015484	10090.ENSMUSP00000105922	0	0	0	0	0.050	0	0.900	0.269	0.924
Cybb	Ptafr	10090.ENSMUSP00000015484	10090.ENSMUSP00000070925	0	0	0	0	0.216	0	0.900	0.160	0.928
Cybb	Fcer1g	10090.ENSMUSP00000015484	10090.ENSMUSP00000078875	0	0	0	0	0.435	0	0.900	0.136	0.947
Cybb	Ncf2	10090.ENSMUSP00000015484	10090.ENSMUSP00000140404	0	0	0	0	0.428	0.197	0.900	0.956	0.997
Cybb	Ncf1	10090.ENSMUSP00000015484	10090.ENSMUSP00000016094	0	0	0	0	0.421	0.155	0.900	0.958	0.997
Cyfip2	Was	10090.ENSMUSP00000090854	10090.ENSMUSP00000033505	0	0	0	0	0.079	0.197	0.900	0.643	0.970
Cyfip2	Mapk3	10090.ENSMUSP00000090854	10090.ENSMUSP00000051619	0	0	0	0	0.061	0	0.900	0.105	0.908
Cyfip2	Fcgr4	10090.ENSMUSP00000090854	10090.ENSMUSP00000077873	0	0	0	0	0	0	0.900	0	0.900
Cyfip2	Wipf3	10090.ENSMUSP00000090854	10090.ENSMUSP00000120240	0	0	0	0	0.079	0	0.900	0.248	0.924
Cyfip2	Wipf1	10090.ENSMUSP00000090854	10090.ENSMUSP00000092268	0	0	0	0	0	0	0.900	0.399	0.937
Cyp27a1	Soat1	10090.ENSMUSP00000027356	10090.ENSMUSP00000140721	0	0	0	0	0.062	0	0.800	0.292	0.855
Cyp4f18	Pla2g12a	10090.ENSMUSP00000003574	10090.ENSMUSP00000029629	0	0	0	0	0	0	0.650	0	0.650
Cyp4f18	Pla2g5	10090.ENSMUSP00000003574	10090.ENSMUSP00000099569	0	0	0	0	0	0	0.650	0.061	0.657
Cyp4f18	Pla2g2d	10090.ENSMUSP00000003574	10090.ENSMUSP00000030528	0	0	0	0	0.061	0	0.650	0.061	0.664
Cyp4f18	Pla2g2f	10090.ENSMUSP00000003574	10090.ENSMUSP00000030526	0	0	0	0	0	0	0.650	0.100	0.671
Cyth4	Itgb2	10090.ENSMUSP00000042698	10090.ENSMUSP00000000299	0	0	0	0	0.689	0.072	0	0.075	0.710
Cyth4	Spi1	10090.ENSMUSP00000042698	10090.ENSMUSP00000002180	0	0	0	0	0.711	0	0	0	0.711
Cyth4	Plekho2	10090.ENSMUSP00000042698	10090.ENSMUSP00000063677	0	0	0	0	0.165	0	0	0.522	0.583
Cyth4	Pld4	10090.ENSMUSP00000042698	10090.ENSMUSP00000067002	0	0	0	0	0.648	0	0	0	0.648
Cyth4	Ptprc	10090.ENSMUSP00000042698	10090.ENSMUSP00000138350	0	0	0	0	0.663	0	0	0	0.663
